,Time,Solar8000/HR
1540,3082.56,86
1541,3084.56,86
1542,3086.56,86
1543,3088.56,86
1544,3090.56,86
1545,3092.56,86
1546,3094.56,86
1547,3096.56,86
1548,3098.56,87
1549,3100.56,87
1550,3102.56,87
1551,3104.56,86
1552,3106.56,86
1553,3108.56,86
1554,3110.56,86
1555,3112.57,86
1556,3114.56,86
1557,3116.57,87
1558,3118.57,86
1559,3120.57,87
1560,3122.57,86
1561,3124.57,87
1562,3126.57,86
1563,3128.57,86
1564,3130.57,85
1565,3132.57,87
1566,3134.57,88
1567,3136.57,87
1568,3138.57,87
1569,3140.57,85
1570,3142.57,86
1571,3144.57,87
1572,3146.57,86
1573,3148.57,86
1574,3150.57,86
1575,3152.57,86
1576,3154.57,84
1577,3156.57,86
1578,3158.57,86
1579,3160.57,86
1580,3162.57,86
1581,3164.57,84
1582,3166.57,86
1583,3168.57,88
1584,3170.57,86
1585,3172.58,86
1586,3174.58,84
1587,3176.58,86
1588,3178.58,88
1589,3180.58,86
1590,3182.58,86
1591,3184.58,86
1592,3186.58,86
1593,3188.58,85
1594,3190.58,87
1595,3192.58,87
1596,3194.58,87
1597,3196.58,87
1598,3198.58,87
1599,3200.58,86
1600,3202.58,86
1601,3204.57,86
1602,3206.58,86
1603,3208.58,86
1604,3210.58,86
1605,3212.58,85
1606,3214.58,85
1607,3216.58,84
1608,3218.58,85
1609,3220.58,88
1610,3222.58,85
1611,3224.58,85
1612,3226.58,83
1613,3228.58,85
1614,3230.58,85
1615,3232.58,85
1616,3234.58,85
1617,3236.58,86
1618,3238.58,86
1619,3240.58,86
1620,3242.58,86
1621,3244.58,86
1622,3246.58,86
1623,3248.58,87
1624,3250.58,86
1625,3252.58,86
1626,3254.58,86
1627,3256.58,86
1628,3258.58,86
1629,3260.58,86
1630,3262.58,86
1631,3264.58,86
1632,3266.58,86
1633,3268.58,86
1634,3270.58,86
1635,3272.58,86
1636,3274.58,86
1637,3276.58,86
1638,3278.58,86
1639,3280.58,86
1640,3282.58,86
1641,3284.58,86
1642,3286.58,86
1643,3288.58,86
1644,3290.58,86
1645,3292.58,86
1646,3294.58,87
1647,3296.58,86
1648,3298.58,86
1649,3300.58,86
1650,3302.58,86
1651,3304.58,86
1652,3306.58,86
1653,3308.58,87
1654,3310.58,86
1655,3312.58,88
1656,3314.58,86
1657,3316.58,86
1658,3318.58,86
1659,3320.58,86
1660,3322.58,85
1661,3324.58,86
1662,3326.58,86
1663,3328.58,86
1664,3330.58,86
1665,3332.58,86
1666,3334.58,86
1667,3336.58,86
1668,3338.58,86
1669,3340.58,87
1670,3342.58,85
1671,3344.59,85
1672,3346.59,85
1673,3348.59,85
1674,3350.59,84
1675,3352.59,85
1676,3354.59,85
1677,3356.59,85
1678,3358.59,85
1679,3360.59,83
1680,3362.59,85
1681,3364.59,85
1682,3366.59,85
1683,3368.59,85
1684,3370.59,85
1685,3372.59,85
1686,3374.59,85
1687,3376.59,83
1688,3378.59,85
1689,3380.59,85
1690,3382.59,85
1691,3384.59,85
1692,3386.59,83
1693,3388.59,85
1694,3390.59,87
1695,3392.59,85
1696,3394.59,85
1697,3396.59,83
1698,3398.59,85
1699,3400.59,87
1700,3402.59,85
1701,3404.59,85
1702,3406.59,83
1703,3408.59,85
1704,3410.59,88
1705,3412.59,86
1706,3414.59,86
1707,3416.59,86
1708,3418.59,85
1709,3420.59,85
1710,3422.59,85
1711,3424.59,85
1712,3426.59,85
1713,3428.59,85
1714,3430.59,85
1715,3432.59,86
1716,3434.59,85
1717,3436.59,85
1718,3438.59,88
1719,3440.59,85
1720,3442.59,85
1721,3444.59,85
1722,3446.6,85
1723,3448.6,83
1724,3450.6,86
1725,3452.59,85
1726,3454.59,85
1727,3456.59,85
1728,3458.59,85
1729,3460.59,85
1730,3462.6,85
1731,3464.6,85
1732,3466.6,87
1733,3468.59,85
1734,3470.59,85
1735,3472.59,85
1736,3474.6,85
1737,3476.6,83
1738,3478.6,85
1739,3480.6,85
1740,3482.6,85
1741,3484.6,85
1742,3486.59,85
1743,3488.6,85
1744,3490.6,85
1745,3492.59,86
1746,3494.6,85
1747,3496.6,86
1748,3498.6,86
1749,3500.6,86
1750,3502.6,86
1751,3504.6,86
1752,3506.6,86
1753,3508.6,85
1754,3510.6,88
1755,3512.6,86
1756,3514.6,86
1757,3516.6,85
1758,3518.6,86
1759,3520.6,84
1760,3522.6,85
1761,3524.6,84
1762,3526.6,84
1763,3528.6,84
1764,3530.6,82
1765,3532.61,85
1766,3534.61,87
1767,3536.61,85
1768,3538.61,85
1769,3540.61,83
1770,3542.61,85
1771,3544.61,87
1772,3546.61,85
1773,3548.61,85
1774,3550.61,84
1775,3552.61,85
1776,3554.61,87
1777,3556.61,86
1778,3558.61,86
1779,3560.61,86
1780,3562.61,85
1781,3564.62,87
1782,3566.62,85
1783,3568.61,85
1784,3570.62,85
1785,3572.62,86
1786,3574.62,84
1787,3576.62,87
1788,3578.62,87
1789,3580.62,87
1790,3582.62,87
1791,3584.62,87
1792,3586.62,86
1793,3588.62,86
1794,3590.62,86
1795,3592.62,84
1796,3594.62,86
1797,3596.62,86
1798,3598.62,86
1799,3600.62,86
1800,3602.62,86
1801,3604.62,86
1802,3606.62,85
1803,3608.62,86
1804,3610.62,86
1805,3612.62,86
1806,3614.62,87
1807,3616.62,87
1808,3618.62,87
1809,3620.62,87
1810,3622.62,87
1811,3624.62,87
1812,3626.62,88
1813,3628.63,87
1814,3630.62,88
1815,3632.62,88
1816,3634.63,88
1817,3636.62,86
1818,3638.62,87
1819,3640.63,87
1820,3642.62,87
1821,3644.63,85
1822,3646.63,87
1823,3648.63,87
1824,3650.63,87
1825,3652.63,87
1826,3654.63,86
1827,3656.63,87
1828,3658.63,87
1829,3660.63,87
1830,3662.63,85
1831,3664.63,87
1832,3666.63,87
1833,3668.63,87
1834,3670.63,89
1835,3672.63,87
1836,3674.63,87
1837,3676.63,87
1838,3678.63,88
1839,3680.63,87
1840,3682.63,87
1841,3684.63,86
1842,3686.63,88
1843,3688.63,87
1844,3690.63,87
1845,3692.63,86
1846,3694.63,87
1847,3696.63,87
1848,3698.63,87
1849,3700.63,85
1850,3702.64,87
1851,3704.63,87
1852,3706.64,87
1853,3708.64,85
1854,3710.64,87
1855,3712.64,87
1856,3714.64,87
1857,3716.64,85
1858,3718.64,87
1859,3720.64,87
1860,3722.64,87
1861,3724.64,87
1862,3726.64,87
1863,3728.64,87
1864,3730.64,87
1865,3732.64,88
1866,3734.64,88
1867,3736.64,88
1868,3738.65,87
1869,3740.65,87
1870,3742.65,87
1871,3744.65,87
1872,3746.65,87
1873,3748.65,87
1874,3750.65,87
1875,3752.65,88
1876,3754.65,88
1877,3756.65,88
1878,3758.65,88
1879,3760.65,88
1880,3762.65,88
1881,3764.65,88
1882,3766.65,88
1883,3768.65,88
1884,3770.65,87
1885,3772.65,87
1886,3774.65,87
1887,3776.65,87
1888,3778.65,87
1889,3780.65,89
1890,3782.65,87
1891,3784.65,87
1892,3786.65,87
1893,3788.65,89
1894,3790.65,87
1895,3792.65,87
1896,3794.65,85
1897,3796.65,89
1898,3798.65,87
1899,3800.65,87
1900,3802.65,85
1901,3804.65,87
1902,3806.65,87
1903,3808.65,87
1904,3810.65,85
1905,3812.65,86
1906,3814.66,86
1907,3816.66,86
1908,3818.66,88
1909,3820.66,86
1910,3822.66,86
1911,3824.66,86
1912,3826.66,88
1913,3828.66,86
1914,3830.66,87
1915,3832.66,85
1916,3834.66,89
1917,3836.66,87
1918,3838.66,87
1919,3840.66,84
1920,3842.66,87
1921,3844.66,87
1922,3846.66,87
1923,3848.66,85
1924,3850.66,86
1925,3852.66,86
1926,3854.66,86
1927,3856.66,85
1928,3858.66,87
1929,3860.66,87
1930,3862.66,87
1931,3864.66,88
1932,3866.68,88
1933,3868.68,87
1934,3870.68,87
1935,3872.68,87
1936,3874.68,87
1937,3876.68,85
1938,3878.68,87
1939,3880.68,87
1940,3882.68,90
1941,3884.68,87
1942,3886.68,88
1943,3888.68,88
1944,3890.68,88
1945,3892.68,88
1946,3894.68,88
1947,3896.68,88
1948,3898.68,88
1949,3900.68,88
1950,3902.68,88
1951,3904.68,88
1952,3906.68,87
1953,3908.68,88
1954,3910.68,88
1955,3912.68,89
1956,3914.68,87
1957,3916.69,87
1958,3918.69,85
1959,3920.69,88
1960,3922.69,86
1961,3924.69,86
1962,3926.69,84
1963,3928.69,86
1964,3930.69,87
1965,3932.69,87
1966,3934.69,87
1967,3936.69,87
1968,3938.69,87
1969,3940.69,87
1970,3942.69,89
1971,3944.69,87
1972,3946.69,87
1973,3948.69,87
1974,3950.69,89
1975,3952.69,87
1976,3954.69,86
1977,3956.69,75
1978,3958.69,75
1979,3960.69,76
1980,3962.69,76
1981,3964.69,76
1982,3966.69,86
1983,3968.69,85
1984,3970.69,86
1985,3972.69,85
1986,3974.69,85
1987,3976.69,85
1988,3978.69,83
1989,3980.69,83
1990,3982.69,85
1991,3984.69,85
1992,3986.69,83
1993,3988.69,100
1994,3990.69,98
1995,3992.69,98
1996,3994.69,86
1997,3996.69,84
1998,3998.69,85
1999,4000.69,86
2000,4002.69,85
2001,4004.69,84
2002,4006.69,83
2003,4008.69,85
2004,4010.69,86
2005,4012.69,85
2006,4014.69,85
2007,4016.69,86
2008,4018.69,86
2009,4020.69,88
2010,4022.69,87
2011,4024.69,85
2012,4026.69,85
2013,4028.69,85
2014,4030.69,86
2015,4032.69,85
2016,4034.69,85
2017,4036.69,85
2018,4038.69,85
2019,4040.69,85
2020,4042.69,85
2021,4044.69,85
2022,4046.69,85
2023,4048.69,85
2024,4050.69,85
2025,4052.69,85
2026,4054.69,85
2027,4056.69,84
2028,4058.69,86
2029,4060.7,85
2030,4062.7,85
2031,4064.7,85
2032,4066.7,85
2033,4068.7,85
2034,4070.7,90
2035,4072.7,91
2036,4074.7,84
2037,4076.7,84
2038,4078.7,84
2039,4080.7,84
2040,4082.7,83
2041,4084.7,84
2042,4086.7,83
2043,4088.7,84
2044,4090.7,83
2045,4092.7,83
2046,4094.7,82
2047,4096.7,83
2048,4098.7,83
2049,4100.7,84
2050,4102.7,84
2051,4104.7,85
2052,4106.7,83
2053,4108.7,83
2054,4110.7,82
2055,4112.7,83
2056,4114.7,84
2057,4116.7,84
2058,4118.7,83
2059,4120.71,83
2060,4122.7,83
2061,4124.71,83
2062,4126.7,85
2063,4128.7,83
2064,4130.71,83
2065,4132.71,83
2066,4134.71,83
2067,4136.71,84
2068,4138.71,84
2069,4140.71,84
2070,4142.71,83
2071,4144.71,85
2072,4146.71,83
2073,4148.71,83
2074,4150.71,83
2075,4152.71,81
2076,4154.71,83
2077,4156.71,83
2078,4158.71,83
2079,4160.71,84
2080,4162.71,84
2081,4164.71,84
2082,4166.71,82
2083,4168.71,82
2084,4170.71,82
2085,4172.71,82
2086,4174.71,82
2087,4176.71,82
2088,4178.71,82
2089,4180.71,82
2090,4182.71,82
2091,4184.71,79
2092,4186.71,82
2093,4188.71,82
2094,4190.71,82
2095,4192.71,83
2096,4194.71,83
2097,4196.71,83
2098,4198.71,83
2099,4200.71,83
2100,4202.71,83
2101,4204.71,83
2102,4206.71,83
2103,4208.71,84
2104,4210.72,83
2105,4212.72,87
2106,4214.72,83
2107,4216.72,83
2108,4218.72,79
2109,4220.72,83
2110,4222.72,83
2111,4224.72,83
2112,4226.72,83
2113,4228.72,83
2114,4230.72,83
2115,4232.72,84
2116,4234.72,85
2117,4236.72,85
2118,4238.72,85
2119,4240.72,84
2120,4242.72,85
2121,4244.72,84
2122,4246.72,84
2123,4248.72,87
2124,4250.72,85
2125,4252.72,85
2126,4254.72,85
2127,4256.72,85
2128,4258.72,84
2129,4260.72,85
2130,4262.72,85
2131,4264.72,85
2132,4266.72,86
2133,4268.72,85
2134,4270.72,85
2135,4272.72,84
2136,4274.72,88
2137,4276.72,86
2138,4278.72,86
2139,4280.72,84
2140,4282.72,86
2141,4284.72,85
2142,4286.72,83
2143,4288.72,82
2144,4290.73,82
2145,4292.72,82
2146,4294.73,83
2147,4296.72,83
2148,4298.72,83
2149,4300.72,82
2150,4302.72,81
2151,4304.72,81
2152,4306.72,81
2153,4308.73,82
2154,4310.73,82
2155,4312.73,82
2156,4314.73,81
2157,4316.72,81
2158,4318.73,81
2159,4320.72,81
2160,4322.72,81
2161,4324.73,81
2162,4326.72,84
2163,4328.73,81
2164,4330.73,82
2165,4332.73,80
2166,4334.73,82
2167,4336.73,82
2168,4338.73,81
2169,4340.73,82
2170,4342.73,82
2171,4344.73,82
2172,4346.73,81
2173,4348.73,81
2174,4350.73,80
2175,4352.73,81
2176,4354.73,81
2177,4356.73,83
2178,4358.73,80
2179,4360.73,80
2180,4362.73,78
2181,4364.73,82
2182,4366.73,81
2183,4368.73,81
2184,4370.73,81
2185,4372.73,82
2186,4374.73,82
2187,4376.73,81
2188,4378.73,83
2189,4380.73,82
2190,4382.73,84
2191,4384.73,82
2192,4386.73,83
2193,4388.73,81
2194,4390.73,83
2195,4392.73,83
2196,4394.73,82
2197,4396.73,84
2198,4398.73,84
2199,4400.73,85
2200,4402.73,85
2201,4404.73,83
2202,4406.73,84
2203,4408.73,84
2204,4410.73,85
2205,4412.73,84
2206,4414.73,84
2207,4416.73,84
2208,4418.73,85
2209,4420.73,85
2210,4422.73,85
2211,4424.73,85
2212,4426.73,84
2213,4428.73,83
2214,4430.73,83
2215,4432.73,83
2216,4434.74,84
2217,4436.73,84
2218,4438.74,84
2219,4440.74,84
2220,4442.73,84
2221,4444.73,85
2222,4446.73,85
2223,4448.73,88
2224,4450.73,85
2225,4452.73,86
2226,4454.73,86
2227,4456.73,85
2228,4458.73,84
2229,4460.73,85
2230,4462.73,85
2231,4464.73,85
2232,4466.73,87
2233,4468.73,85
2234,4470.73,85
2235,4472.73,82
2236,4474.73,85
2237,4476.73,85
2238,4478.73,86
2239,4480.73,86
2240,4482.74,86
2241,4484.73,85
2242,4486.73,85
2243,4488.73,86
2244,4490.73,84
2245,4492.73,84
2246,4494.73,84
2247,4496.73,82
2248,4498.73,84
2249,4500.73,85
2250,4502.73,85
2251,4504.74,85
2252,4506.74,85
2253,4508.74,85
2254,4510.74,85
2255,4512.74,85
2256,4514.74,86
2257,4516.74,86
2258,4518.74,86
2259,4520.74,85
2260,4522.74,86
2261,4524.74,86
2262,4526.74,87
2263,4528.74,86
2264,4530.74,86
2265,4532.74,85
2266,4534.74,86
2267,4536.74,86
2268,4538.74,86
2269,4540.74,85
2270,4542.74,85
2271,4544.74,85
2272,4546.74,85
2273,4548.74,85
2274,4550.74,86
2275,4552.74,86
2276,4554.74,85
2277,4556.74,85
2278,4558.74,85
2279,4560.74,87
2280,4562.74,85
2281,4564.74,85
2282,4566.74,85
2283,4568.74,88
2284,4570.74,85
2285,4572.74,85
2286,4574.74,83
2287,4576.74,86
2288,4578.74,86
2289,4580.74,86
2290,4582.74,84
2291,4584.74,86
2292,4586.74,85
2293,4588.74,85
2294,4590.75,85
2295,4592.74,85
2296,4594.74,85
2297,4596.75,85
2298,4598.75,86
2299,4600.75,85
2300,4602.74,85
2301,4604.75,84
2302,4606.75,85
2303,4608.74,85
2304,4610.74,85
2305,4612.75,83
2306,4614.74,85
2307,4616.75,85
2308,4618.75,85
2309,4620.75,84
2310,4622.75,85
2311,4624.75,85
2312,4626.73,85
2313,4628.75,85
2314,4630.75,85
2315,4632.75,85
2316,4634.75,84
2317,4636.75,85
2318,4638.75,85
2319,4640.75,85
2320,4642.75,85
2321,4644.75,85
2322,4646.75,87
2323,4648.75,87
2324,4650.75,88
2325,4652.75,85
2326,4654.75,85
2327,4656.75,86
2328,4658.75,85
2329,4660.75,86
2330,4662.75,88
2331,4664.75,86
2332,4666.75,86
2333,4668.75,87
2334,4670.75,86
2335,4672.75,86
2336,4674.75,88
2337,4676.75,86
2338,4678.75,87
2339,4680.75,87
2340,4682.75,87
2341,4684.75,87
2342,4686.75,88
2343,4688.75,87
2344,4690.75,87
2345,4692.75,89
2346,4694.75,86
2347,4696.75,87
2348,4698.75,85
2349,4700.75,87
2350,4702.75,87
2351,4704.75,87
2352,4706.75,87
2353,4708.75,87
2354,4710.75,86
2355,4712.75,85
2356,4714.75,86
2357,4716.75,86
2358,4718.75,86
2359,4720.75,86
2360,4722.75,85
2361,4724.75,86
2362,4726.75,86
2363,4728.75,86
2364,4730.75,86
2365,4732.75,86
2366,4734.75,86
2367,4736.75,86
2368,4738.75,84
2369,4740.75,86
2370,4742.75,86
2371,4744.75,86
2372,4746.75,86
2373,4748.75,86
2374,4750.75,86
2375,4752.75,83
2376,4754.75,86
2377,4756.75,86
2378,4758.75,88
2379,4760.75,85
2380,4762.75,86
2381,4764.75,83
2382,4766.75,86
2383,4768.75,86
2384,4770.75,88
2385,4772.75,85
2386,4774.75,85
2387,4776.75,83
2388,4778.75,85
2389,4780.75,85
2390,4782.75,86
2391,4784.75,85
2392,4786.76,87
2393,4788.76,87
2394,4790.76,87
2395,4792.76,87
2396,4794.76,87
2397,4796.76,87
2398,4798.76,86
2399,4800.76,86
2400,4802.76,87
2401,4804.76,86
2402,4806.76,85
2403,4808.76,87
2404,4810.76,87
2405,4812.76,88
2406,4814.76,87
2407,4816.76,87
2408,4818.76,85
2409,4820.76,86
2410,4822.76,86
2411,4824.76,88
2412,4826.76,86
2413,4828.76,86
2414,4830.76,87
2415,4832.76,87
2416,4834.76,87
2417,4836.76,87
2418,4838.76,87
2419,4840.76,87
2420,4842.76,87
2421,4844.76,87
2422,4846.76,88
2423,4848.76,87
2424,4850.76,87
2425,4852.76,87
2426,4854.76,87
2427,4856.76,87
2428,4858.76,85
2429,4860.76,87
2430,4862.76,90
2431,4864.76,87
2432,4866.76,88
2433,4868.76,86
2434,4870.76,88
2435,4872.76,88
2436,4874.76,88
2437,4876.76,88
2438,4878.76,90
2439,4880.76,86
2440,4882.76,88
2441,4884.76,88
2442,4886.76,89
2443,4888.76,91
2444,4890.76,87
2445,4892.76,88
2446,4894.76,88
2447,4896.76,88
2448,4898.76,87
2449,4900.76,87
2450,4902.76,87
2451,4904.76,87
2452,4906.76,87
2453,4908.76,88
2454,4910.76,87
2455,4912.76,87
2456,4914.77,87
2457,4916.77,87
2458,4918.77,87
2459,4920.77,87
2460,4922.77,87
2461,4924.77,87
2462,4926.77,87
2463,4928.77,86
2464,4930.77,85
2465,4932.77,85
2466,4934.77,85
2467,4936.77,86
2468,4938.77,85
2469,4940.77,85
2470,4942.77,85
2471,4944.77,86
2472,4946.77,86
2473,4948.77,86
2474,4950.77,87
2475,4952.77,87
2476,4954.77,87
2477,4956.77,87
2478,4958.77,87
2479,4960.77,87
2480,4962.77,88
2481,4964.77,87
2482,4966.77,87
2483,4968.77,86
2484,4970.77,86
2485,4972.77,86
2486,4974.77,86
2487,4976.77,86
2488,4978.77,86
2489,4980.77,88
2490,4982.77,86
2491,4984.77,89
2492,4986.77,86
2493,4988.77,88
2494,4990.77,87
2495,4992.77,87
2496,4994.77,88
2497,4996.77,86
2498,4998.77,87
2499,5000.77,88
2500,5002.77,88
2501,5004.77,87
2502,5006.77,87
2503,5008.77,87
2504,5010.77,88
2505,5012.77,88
2506,5014.77,88
2507,5016.77,88
2508,5018.77,88
2509,5020.77,88
2510,5022.77,87
2511,5024.77,87
2512,5026.77,87
2513,5028.77,87
2514,5030.77,88
2515,5032.77,87
2516,5034.78,88
2517,5036.78,88
2518,5038.78,88
2519,5040.78,88
2520,5042.78,87
2521,5044.77,87
2522,5046.78,87
2523,5048.78,86
2524,5050.78,86
2525,5052.78,86
2526,5054.78,87
2527,5056.78,87
2528,5058.78,87
2529,5060.78,86
2530,5062.78,87
2531,5064.78,87
2532,5066.78,87
2533,5068.78,86
2534,5070.78,86
2535,5072.78,86
2536,5074.78,86
2537,5076.78,87
2538,5078.78,86
2539,5080.78,89
2540,5082.78,85
2541,5084.78,87
2542,5086.78,87
2543,5088.78,87
2544,5090.78,87
2545,5092.79,87
2546,5094.78,87
2547,5096.78,87
2548,5098.78,87
2549,5100.78,86
2550,5102.78,87
2551,5104.78,87
2552,5106.78,87
2553,5108.78,87
2554,5110.78,87
2555,5112.78,87
2556,5114.78,87
2557,5116.78,86
2558,5118.78,87
2559,5120.78,87
2560,5122.78,87
2561,5124.78,87
2562,5126.78,87
2563,5128.78,88
2564,5130.78,88
2565,5132.78,88
2566,5134.79,88
2567,5136.78,88
2568,5138.78,90
2569,5140.78,85
2570,5142.79,87
2571,5144.79,87
2572,5146.79,87
2573,5148.78,88
2574,5150.79,87
2575,5152.79,87
2576,5154.79,87
2577,5156.79,88
2578,5158.79,88
2579,5160.79,88
2580,5162.79,88
2581,5164.79,90
2582,5166.79,87
2583,5168.79,88
2584,5170.79,87
2585,5172.79,88
2586,5174.79,88
2587,5176.79,90
2588,5178.79,87
2589,5180.79,87
2590,5182.79,87
2591,5184.79,87
2592,5186.79,89
2593,5188.79,87
2594,5190.79,87
2595,5192.79,86
2596,5194.79,87
2597,5196.79,86
2598,5198.79,86
2599,5200.79,86
2600,5202.79,86
2601,5204.79,85
2602,5206.79,85
2603,5208.79,86
2604,5210.79,86
2605,5212.79,86
2606,5214.79,86
2607,5216.79,86
2608,5218.79,86
2609,5220.79,86
2610,5222.79,86
2611,5224.79,87
2612,5226.79,87
2613,5228.79,86
2614,5230.79,86
2615,5232.79,86
2616,5234.79,86
2617,5236.79,85
2618,5238.79,85
2619,5240.79,86
2620,5242.79,87
2621,5244.79,85
2622,5246.79,86
2623,5248.79,86
2624,5250.79,86
2625,5252.79,88
2626,5254.79,86
2627,5256.79,86
2628,5258.79,86
2629,5260.79,84
2630,5262.79,86
2631,5264.79,85
2632,5266.79,88
2633,5268.79,84
2634,5270.79,87
2635,5272.79,86
2636,5274.79,86
2637,5276.79,86
2638,5278.79,85
2639,5280.79,85
2640,5282.79,86
2641,5284.79,86
2642,5286.79,86
2643,5288.79,86
2644,5290.79,86
2645,5292.79,86
2646,5294.79,86
2647,5296.79,86
2648,5298.79,86
2649,5300.79,86
2650,5302.79,88
2651,5304.79,86
2652,5306.8,87
2653,5308.8,86
2654,5310.8,87
2655,5312.8,87
2656,5314.8,87
2657,5316.8,87
2658,5318.8,86
2659,5320.8,87
2660,5322.8,87
2661,5324.8,87
2662,5326.8,87
2663,5328.8,86
2664,5330.8,86
2665,5332.8,86
2666,5334.8,86
2667,5336.8,86
2668,5338.8,85
2669,5340.8,86
2670,5342.8,86
2671,5344.8,87
2672,5346.8,85
2673,5348.8,85
2674,5350.8,85
2675,5352.8,85
2676,5354.8,85
2677,5356.8,83
2678,5358.8,85
2679,5360.8,85
2680,5362.8,85
2681,5364.8,85
2682,5366.8,86
2683,5368.8,85
2684,5370.8,86
2685,5372.8,86
2686,5374.8,85
2687,5376.8,85
2688,5378.8,85
2689,5380.79,85
2690,5382.8,85
2691,5384.8,86
2692,5386.8,86
2693,5388.8,89
2694,5390.8,87
2695,5392.8,89
2696,5394.8,85
2697,5396.8,86
2698,5398.8,86
2699,5400.8,86
2700,5402.8,86
2701,5404.8,86
2702,5406.8,87
2703,5408.8,87
2704,5410.8,87
2705,5412.8,87
2706,5414.8,86
2707,5416.8,86
2708,5418.8,86
2709,5420.8,85
2710,5422.8,85
2711,5424.8,85
2712,5426.8,86
2713,5428.8,86
2714,5430.8,86
2715,5432.8,86
2716,5434.8,87
2717,5436.8,87
2718,5438.8,87
2719,5440.8,86
2720,5442.8,86
2721,5444.8,86
2722,5446.8,86
2723,5448.8,86
2724,5450.8,86
2725,5452.8,86
2726,5454.8,86
2727,5456.8,85
2728,5458.8,85
2729,5460.8,85
2730,5462.8,85
2731,5464.8,85
2732,5466.8,85
2733,5468.81,83
2734,5470.8,85
2735,5472.81,85
2736,5474.81,84
2737,5476.81,84
2738,5478.81,85
2739,5480.81,85
2740,5482.81,85
2741,5484.81,85
2742,5486.81,86
2743,5488.81,86
2744,5490.81,86
2745,5492.81,86
2746,5494.81,86
2747,5496.81,86
2748,5498.81,86
2749,5500.81,86
2750,5502.81,86
2751,5504.81,87
2752,5506.81,85
2753,5508.81,86
2754,5510.81,86
2755,5512.81,86
2756,5514.81,86
2757,5516.81,86
2758,5518.81,86
2759,5520.81,86
2760,5522.81,86
2761,5524.81,86
2762,5526.81,85
2763,5528.81,85
2764,5530.81,85
2765,5532.81,85
2766,5534.81,85
2767,5536.81,85
2768,5538.81,85
2769,5540.82,85
2770,5542.82,87
2771,5544.82,84
2772,5546.82,87
2773,5548.82,84
2774,5550.82,86
2775,5552.82,86
2776,5554.82,86
2777,5556.82,87
2778,5558.82,84
2779,5560.82,85
2780,5562.82,84
2781,5564.82,85
2782,5566.82,86
2783,5568.82,85
2784,5570.82,85
2785,5572.82,85
2786,5574.82,85
2787,5576.82,84
2788,5578.82,83
2789,5580.82,82
2790,5582.82,82
2791,5584.82,84
2792,5586.82,82
2793,5588.82,83
2794,5590.82,84
2795,5592.82,83
2796,5594.82,82
2797,5596.82,81
2798,5598.82,82
2799,5600.82,81
2800,5602.82,81
2801,5604.82,80
2802,5606.82,80
2803,5608.82,80
2804,5610.82,80
2805,5612.82,82
2806,5614.82,81
2807,5616.82,81
2808,5618.82,81
2809,5620.82,81
2810,5622.82,81
2811,5624.82,81
2812,5626.82,81
2813,5628.82,81
2814,5630.82,81
2815,5632.82,80
2816,5634.82,79
2817,5636.82,78
2818,5638.82,79
2819,5640.82,80
2820,5642.82,83
2821,5644.82,79
2822,5646.82,79
2823,5648.82,76
2824,5650.82,79
2825,5652.82,79
2826,5654.82,80
2827,5656.82,80
2828,5658.82,84
2829,5660.82,80
2830,5662.82,81
2831,5664.82,77
2832,5666.82,81
2833,5668.82,80
2834,5670.82,80
2835,5672.82,81
2836,5674.82,81
2837,5676.82,79
2838,5678.82,78
2839,5680.82,78
2840,5682.82,80
2841,5684.82,81
2842,5686.82,83
2843,5688.82,80
2844,5690.82,79
2845,5692.82,77
2846,5694.82,80
2847,5696.82,81
2848,5698.82,81
2849,5700.82,81
2850,5702.82,81
2851,5704.82,81
2852,5706.82,81
2853,5708.82,81
2854,5710.82,81
2855,5712.82,82
2856,5714.82,81
2857,5716.82,81
2858,5718.82,80
2859,5720.82,78
2860,5722.82,81
2861,5724.82,81
2862,5726.82,81
2863,5728.82,81
2864,5730.82,81
2865,5732.82,81
2866,5734.82,79
2867,5736.82,81
2868,5738.82,81
2869,5740.82,81
2870,5742.82,81
2871,5744.82,81
2872,5746.82,83
2873,5748.82,82
2874,5750.82,82
2875,5752.82,81
2876,5754.82,82
2877,5756.82,82
2878,5758.82,82
2879,5760.82,82
2880,5762.82,82
2881,5764.82,82
2882,5766.82,82
2883,5768.82,82
2884,5770.82,82
2885,5772.82,82
2886,5774.82,83
2887,5776.82,82
2888,5778.82,82
2889,5780.82,82
2890,5782.82,82
2891,5784.83,82
2892,5786.83,83
2893,5788.83,83
2894,5790.83,82
2895,5792.82,82
2896,5794.83,82
2897,5796.83,83
2898,5798.83,83
2899,5800.83,83
2900,5802.83,82
2901,5804.83,82
2902,5806.83,82
2903,5808.83,82
2904,5810.83,82
2905,5812.83,83
2906,5814.83,83
2907,5816.83,84
2908,5818.83,84
2909,5820.83,83
2910,5822.83,83
2911,5824.83,82
2912,5826.83,82
2913,5828.83,83
2914,5830.83,81
2915,5832.83,81
2916,5834.83,82
2917,5836.83,82
2918,5838.83,83
2919,5840.83,83
2920,5842.83,83
2921,5844.83,83
2922,5846.83,83
2923,5848.83,83
2924,5850.83,83
2925,5852.83,83
2926,5854.83,83
2927,5856.83,83
2928,5858.83,83
2929,5860.83,83
2930,5862.83,83
2931,5864.83,83
2932,5866.83,84
2933,5868.83,84
2934,5870.83,84
2935,5872.83,83
2936,5874.83,83
2937,5876.83,84
